"Food_Code","Food_Abbrev_Desc","Food_Desc"
51320500.00,"ROLL, WHOLE WHEAT, NS AS TO 100%","Roll, whole wheat, NS as to 100%"
51320510.00,"ROLL, WHOLE WHEAT, NS AS TO 100%, TOASTED","Roll, whole wheat, NS as to 100%, toasted"
51320530.00,"ROLL, WHOLE WHEAT, NS 100%, MADE FROM HOMEMADE/BAKERY","Roll, whole wheat, NS as to 100%, made from home recipe or purchased at bakery"
51320540.00,"ROLL, WHOLE WHEAT, NS AS TO 100%, HOMEMADE/BAKERY, TOASTED","Roll, whole wheat, NS as to 100%, made from home recipe or purchased at bakery, toasted"
51401010.00,"BREAD, RYE","Bread, rye"
51401020.00,"BREAD, RYE, TOASTED","Bread, rye, toasted"
51401030.00,"BREAD, MARBLE RYE & PUMPERNICKEL","Bread, marble rye and pumpernickel"
51401040.00,"BREAD, MARBLE RYE & PUMPERNICKEL, TOASTED","Bread, marble rye and pumpernickel, toasted"
51401060.00,"BREAD, RYE, REDUCED CALORIE/ HIGH FIBER (INCL LESS)","Bread, rye, reduced calorie and/or high fiber"
51401070.00,"BREAD, RYE, REDUCED CALORIE/ HIGH FIBER, TOASTED","Bread, rye, reduced calorie and/or high fiber, toasted"
51404010.00,"BREAD, PUMPERNICKEL","Bread, pumpernickel"
51404020.00,"BREAD, PUMPERNICKEL, TOASTED","Bread, pumpernickel, toasted"
51404500.00,"BAGEL, PUMPERNICKEL","Bagel, pumpernickel"
51404510.00,"BAGEL, PUMPERNICKEL, TOASTED","Bagel, pumpernickel, toasted"
51404550.00,"MUFFIN, ENGLISH, PUMPERNICKEL","Muffin, English, pumpernickel"
51407010.00,"BREAD, BLACK","Bread, black"
51407020.00,"BREAD, BLACK, TOASTED","Bread, black, toasted"
51420000.00,"ROLL, RYE","Roll, rye"
51421000.00,"ROLL, PUMPERNICKEL","Roll, pumpernickel"
51421100.00,"ROLL, PUMPERNICKEL, TOASTED","Roll, pumpernickel, toasted"
51501010.00,"BREAD, OATMEAL","Bread, oatmeal"
51501020.00,"BREAD, OATMEAL, TOASTED","Bread, oatmeal, toasted"
51501040.00,"BREAD, OAT BRAN","Bread, oat bran"
51501050.00,"BREAD, OAT BRAN, TOASTED","Bread, oat bran, toasted"
51501060.00,"BREAD, OAT BRAN, REDUCED CALORIE/ HIGH FIBER","Bread, oat bran, reduced calorie and/or high fiber"
51501070.00,"BREAD, OAT BRAN REDUCED CALORIE/HI FIBER, TOASTED","Bread, oat bran, reduced calorie and/or high fiber, toasted"
51501080.00,"BAGEL, OAT BRAN","Bagel, oat bran"
51501090.00,"BAGEL, OAT BRAN, TOASTED","Bagel, oat bran, toasted"
51502010.00,"ROLL, OATMEAL","Roll, oatmeal"
51502100.00,"ROLL, OAT BRAN","Roll, oat bran"
51503000.00,"MUFFIN, ENGLISH, OAT BRAN","Muffin, English, oat bran"
51503010.00,"MUFFIN, ENGLISH, OAT BRAN, TOASTED","Muffin, English, oat bran, toasted"
51601010.00,"BREAD, MULTIGRAIN, TOASTED","Bread, multigrain, toasted"
51601020.00,"BREAD, MULTIGRAIN","Bread, multigrain"
51601210.00,"BREAD, MULTIGRAIN, W/ RAISINS","Bread, multigrain, with raisins"
51601220.00,"BREAD, MULTIGRAIN, W/ RAISINS, TOASTED","Bread, multigrain, with raisins, toasted"
51602010.00,"BREAD, MULTIGRAIN, REDUCED CALORIE/ HIGH FIBER","Bread, multigrain, reduced calorie and/or high fiber"
51602020.00,"BREAD, MULTIGRAIN, REDUCED CALORIE/ HI FIBER, TOAST","Bread, multigrain, reduced calorie and/or high fiber, toasted"
51620000.00,"ROLL, MULTIGRAIN","Roll, multigrain"
51620010.00,"ROLL, MULTIGRAIN, TOASTED","Roll, multigrain, toasted"
51630000.00,"BAGEL, MULTIGRAIN","Bagel, multigrain"
51630010.00,"BAGEL, MULTIGRAIN, TOASTED","Bagel, multigrain, toasted"
51630100.00,"BAGEL, MULTIGRAIN, W/ RAISINS","Bagel, multigrain, with raisins"
51630110.00,"BAGEL, MULTIGRAIN, W/ RAISINS, TOASTED","Bagel, multigrain, with raisins, toasted"
51630200.00,"MUFFIN, ENGLISH, MULTIGRAIN","Muffin, English, multigrain"
51630210.00,"MUFFIN, ENGLISH, MULTIGRAIN, TOASTED","Muffin, English, multigrain, toasted"
51801010.00,"BREAD, BARLEY","Bread, barley"
51802010.00,"BREAD, TRITICALE","Bread, triticale"
51804010.00,"BREAD, SOY","Bread, soy"
51804020.00,"BREAD, SOY, TOASTED","Bread, soy, toasted"
51805010.00,"BREAD, SUNFLOWER MEAL","Bread, sunflower meal"
51805020.00,"BREAD, SUNFLOWER MEAL, TOASTED","Bread, sunflower meal, toasted"
51806010.00,"BREAD, RICE","Bread, rice"
51806020.00,"BREAD, RICE, TOASTED","Bread, rice, toasted"
51807000.00,"INJERA (AMERICAN-STYLE ETHIOPIAN BREAD)","Injera (American-style Ethiopian bread)"
51808000.00,"BREAD, LOW GLUTEN","Bread, low gluten"
52101000.00,"BISCUIT, BAKING POWDER OR BUTTERMILK TYPE, NFS","Biscuit, baking powder or buttermilk type, NS as to made from mix, refrigerated dough, or home recipe"
52101030.00,"BISCUIT DOUGH, FRIED","Biscuit dough, fried"
52101040.00,"CRUMPET","Crumpet"
52101050.00,"CRUMPET, TOASTED","Crumpet, toasted"
52101100.00,"BISCUIT, BAKING POWDER OR BUTTERMILK, FROM MIX","Biscuit, baking powder or buttermilk type, made from mix"
52101150.00,"BISCUIT,BAKING PWR/BUTTER MILK,REFRIG DOUGH,LOWFAT","Biscuit, baking powder or buttermilk type, made from refrigerated dough, lowfat"
52102040.00,"BISCUIT, BAK POWDER OR BUTTERMILK, FROM REFRG DOUGH","Biscuit, baking powder or buttermilk type, made from refrigerated dough"
52103000.00,"BISCUIT, BAKING POWDER/BUTTERMILK TYPE, COMMERCIALLY BAKED","Biscuit, baking powder or buttermilk type, commercially baked"
52104010.00,"BISCUIT, BAKING POWDER OR BUTTERMILK, HOMEMADE","Biscuit, baking powder or buttermilk type, made from home recipe"
52104040.00,"BISCUIT, WHOLE WHEAT","Biscuit, whole wheat"
52104100.00,"BISCUIT, CHEESE","Biscuit, cheese"
52104200.00,"BISCUIT, CINNAMON-RAISIN","Biscuit, cinnamon-raisin"
52105100.00,"SCONES","Scone"
52105110.00,"SCONES, WHOLE WHEAT","Scone, whole wheat"
52105200.00,"SCONE, WITH FRUIT","Scone, with fruit"
52201000.00,"CORNBREAD, PREPARED FROM MIX","Cornbread, prepared from mix"
52202060.00,"CORNBREAD, HOMEMADE","Cornbread, made from home recipe"
52204000.00,"CORNBREAD STUFFING","Cornbread stuffing"
52206010.00,"CORNBREAD MUFFIN, STICK, ROUND","Cornbread muffin, stick, round"
52206020.00,"CORNBREAD MUFFIN, STICK, ROUND, TOASTED","Cornbread muffin, stick, round, toasted"
52206060.00,"CORNBREAD MUFFIN, STICK, ROUND, HOMEMADE","Cornbread muffin, stick, round, made from home recipe"
52207010.00,"CORN FLOUR PATTIES OR TARTS, FRIED","Corn flour patty or tart, fried"
52208010.00,"CORN PONE,BAKED (INCL HOE CAKE)","Corn pone, baked"
52208750.00,"GORDITA/SOPE SHELL,PLAIN NO FILL,GRILL,NO FAT ADDED","Gordita/sope shell, plain, no filling, grilled, no fat added"
52208760.00,"GORDITA/SOPE SHELL,PLAIN,NO FILLING, FRIED IN OIL","Gordita/sope shell, plain, no filling, fried in oil"
52209010.00,"HUSH PUPPY","Hush puppy"
52213010.00,"SPOONBREAD","Spoonbread"
52215000.00,"TORTILLA, NFS","Tortilla, NFS"
52215100.00,"TORTILLA, CORN","Tortilla, corn"
52215200.00,"TORTILLA, FLOUR (WHEAT)","Tortilla, flour (wheat)"
52215260.00,"TORTILLA, WHOLE WHEAT","Tortilla, whole wheat"
52215300.00,"TACO SHELL, CORN","Taco shell, corn"
52215350.00,"TACO SHELL; FLOUR","Taco shell, flour"
52220110.00,"CORNMEAL BREAD, DOMINICAN","Cornmeal bread, Dominican style (Arepa Dominicana)"
52301000.00,"MUFFIN, NFS","Muffin, NFS"
52302010.00,"MUFFIN, FRUIT AND/OR NUTS","Muffin, fruit and/or nuts"
52302020.00,"MUFFIN, FRUIT AND/OR NUT, LOW FAT","Muffin, fruit and/or nut, low fat"
52302100.00,"MUFFIN, FRUIT, FAT FREE, CHOL FREE","Muffin, fruit, fat free, cholesterol free"
52302500.00,"MUFFIN, CHOCOLATE CHIP","Muffin, chocolate chip"
52302600.00,"MUFFIN, CHOCOLATE","Muffin, chocolate"
52302610.00,"MUFFIN, CHOCOLATE, LOWFAT","Muffin, chocolate, lowfat"
52303010.00,"MUFFIN, WHOLE WHEAT","Muffin, whole wheat"
52303500.00,"MUFFIN, WHEAT","Muffin, wheat"
52304010.00,"MUFFIN, WHEAT BRAN (INCLUDE W/ RAISINS & NUTS)","Muffin, wheat bran"
52304040.00,"MUFFIN,BRAN,W/ FRUIT, LOWFAT","Muffin, bran with fruit, lowfat"
52304060.00,"MUFFIN, BRAN W/ FRUIT, NO FAT, NO CHOLESTEROL","Muffin, bran with fruit, no fat, no cholesterol"
52304100.00,"MUFFIN, OATMEAL","Muffin, oatmeal"
52304150.00,"MUFFIN, OAT BRAN","Muffin, oat bran"
52304200.00,"MUFFIN, OAT BRAN WITH FRUIT AND/OR NUTS","Muffin, oat bran with fruit and/or nuts"
52306010.00,"MUFFIN, PLAIN","Muffin, plain"
52306300.00,"MUFFIN, CHEESE","Muffin, cheese"
52306500.00,"MUFFIN, PUMPKIN, W/ RAISINS","Muffin, pumpkin"
52306550.00,"MUFFIN, ZUCCHINI","Muffin, zucchini"
52306700.00,"MUFFIN, CARROT (INCL W/ RAISINS/NUTS)","Muffin, carrot"
52307020.00,"MUFFIN, MULTIGRAIN, W/ NUTS","Muffin, multigrain, with nuts"
52307120.00,"MUFFIN, MULTIGRAIN, WITH FRUIT","Muffin, multigrain, with fruit"
52308010.00,"MATZO FRITTERS","Matzo, fritters"
52308020.00,"MATZO BALL","Matzo ball"
52311010.00,"POPOVER","Popover"
52320110.00,"TOASTER MUFFIN, FRUIT, TOASTED","Toaster muffin, fruit, toasted"
52403000.00,"BREAD, NUT","Bread, nut"
52404060.00,"BREAD, PUMPKIN (INCLUDE W/ RAISINS)","Bread, pumpkin"
52405010.00,"BREAD, FRUIT, W/O NUTS","Bread, fruit, without nuts"
52405100.00,"BREAD, FRUIT & NUT","Bread, fruit and nut"
52406010.00,"BREAD, WHOLE WHEAT, W/ NUTS","Bread, whole wheat, with nuts"
52407000.00,"BREAD, ZUCCHINI (INCL SQUASH BREAD; W/ NUTS)","Bread, zucchini"
52408000.00,"BREAD, IRISH SODA","Bread, Irish soda"
53100050.00,"CAKE, BATTER, CHOCOLATE, RAW","Cake batter, raw, chocolate"
53100070.00,"CAKE, BATTER, RAW, NOT CHOCOLATE","Cake batter, raw, not chocolate"
53100100.00,"CAKE, NS AS TO TYPE, W/ OR W/O ICING","Cake, NS as to type, with or without icing"
53101000.00,"CAKE, ANGEL FOOD, NS AS TO ICING","Cake, angel food, NS as to icing"
53101100.00,"CAKE, ANGEL FOOD, W/O ICING","Cake, angel food, without icing"
53101200.00,"CAKE, ANGEL FOOD, W/ ICING","Cake, angel food, with icing"
53101250.00,"CAKE, ANGEL FOOD, W/ FRUIT & ICING/FILLING","Cake, angel food, with fruit and icing or filling"
53101300.00,"CAKE, ANGEL FOOD, CHOC, WITHOUT ICING","Cake, angel food, chocolate, without icing"
53102000.00,"CAKE, APPLESAUCE, NS AS TO ICING","Cake, applesauce, NS as to icing"
53102100.00,"CAKE, APPLESAUCE W/O ICING","Cake, applesauce, without icing"
53102200.00,"CAKE, APPLESAUCE W/ ICING","Cake, applesauce, with icing"
53102300.00,"CAKE, APPLESAUCE, DIET, WITHOUT ICING","Cake, applesauce, diet, without icing"
53102500.00,"CAKE, BANANA, NS AS TO ICING","Cake, banana, NS as to icing"
53102600.00,"CAKE, BANANA, W/O ICING","Cake, banana, without icing"
53102700.00,"CAKE, BANANA, W/ ICING","Cake, banana, with icing"
53102800.00,"CAKE, BLACK FOREST (CHOC-CHERRY)","Cake, black forest (chocolate-cherry)"
53103000.00,"CAKE, BOSTON CREAM PIE","Cake, Boston cream pie"
53103550.00,"CAKE, BUTTER, W/O ICING","Cake, butter, without icing"
53103600.00,"CAKE, BUTTER, W/ ICING","Cake, butter, with icing"
53104000.00,"CAKE, CARROT, NS AS TO ICING","Cake, carrot, NS as to icing"
53104100.00,"CAKE, CARROT, NO ICING","Cake, carrot, without icing"
53104260.00,"CAKE, CARROT, W/ ICING","Cake, carrot, with icing"
53104300.00,"CARROT CAKE, DIET","Cake, carrot, diet"
53104400.00,"CAKE, COCONUT, W/ ICING","Cake, coconut, with icing"
53104500.00,"CHEESECAKE","Cheesecake"
53104520.00,"CHEESECAKE, DIET","Cheesecake, diet"
53104550.00,"CHEESECAKE, W/ FRUIT","Cheesecake with fruit"
53104570.00,"CHEESECAKE, DIET, WITH FRUIT","Cheesecake, diet, with fruit"
53104600.00,"CHEESECAKE, CHOCOLATE","Cheesecake, chocolate"
53104650.00,"CHEESECAKE, CHOCOLATE, REDUCED FAT","Cheesecake, chocolate, reduced fat"
53104950.00,"CAKE, CHOC, MADE W/ MAYONNAISE, W/ ICING OR FILLING","Cake, chocolate, made with mayonnaise or salad dressing, with icing, coating, or filling"
53105000.00,"CAKE,CHOC,DEVIL'S FOOD/FUDGE,STNDRD MIX,NS ICING","Cake, chocolate, devil's food, or fudge, standard-type mix (eggs and water added to dry mix), NS as to icing"
53105050.00,"CAKE, CHOC, DEVIL'S FOOD/FUDGE, HOMEMADE, NS ICING","Cake, chocolate, devil's food, or fudge, made from home recipe or purchased ready-to-eat, NS as to icing"
53105100.00,"CAKE,CHOC,DEVILS FOOD/FUDGE,STNDRD MIX, W/O ICING","Cake, chocolate, devil's food, or fudge, standard-type mix (eggs and water added to dry mix), without icing or filling"
53105160.00,"CAKE,CHOC,DEVIL'S FOOD/FUDGE, W/O ICING, HOMEMADE","Cake, chocolate, devil's food, or fudge, without icing or filling, made from home recipe or purchased ready-to-eat"
53105200.00,"CAKE,CHOC,DEVIL'S FOOD/FUDGE,STNDRD MIX,W/ICING","Cake, chocolate, devil's food, or fudge, standard-type mix (eggs and water added to dry mix), with icing, coating, or filling"
53105260.00,"CAKE,CHOC,DEVIL'S FOOD/FUDGE,W/ICING, HOMEMADE","Cake, chocolate, devil's food, or fudge, with icing, coating, or filling, made from home recipe or purchased ready-to-eat"
53105300.00,"CAKE, GERMAN CHOC, W/ ICING AND FILLING","Cake, German chocolate, with icing and filling"
53105500.00,"CAKE, CHOC, W/ ICING, DIET","Cake, chocolate, with icing, diet"
53105600.00,"CAKE,CHOC/DVL FD, PUDD MIX, LITE RECIPE, W/ ICING","Cake, chocolate, devil's food, or fudge, pudding-type mix, made by ""Lite"" recipe (eggs and water added to dry mix, no oil added to dry mix), with icing, coating, or filling"
53105700.00,"CAKE,CHOC,DEVIL FOOD/FUDGE,PUD TYPE,NO CHOL,NO ICIN","Cake, chocolate, devil's food, or fudge, pudding type mix, made by ""cholesterol free"" recipe (water, oil and egg whites added to dry mix), without icing or filling"
53105750.00,"CAKE,CHOC,DEVIL FOOD/FUDGE,PUD TYPE,NO CHOL,LITE IC","Cake, chocolate, devil's food, or fudge, pudding type mix, made by ""cholesterol free"" recipe (water, oil and egg whites added to dry mix), with ""light"" icing, coating or filling"
53105900.00,"CAKE, CHOC,DEVIL'S FOOD/FUDGE,PUDDING MIX, NS ICING","Cake, chocolate, devil's food, or fudge, pudding-type mix (oil, eggs, and water added to dry mix), NS as to icing"
53106000.00,"CAKE,CHOC,DEVIL'S FOOD/FUDGE,PUDDING MIX, W/O ICING","Cake, chocolate, devil's food, or fudge, pudding-type mix (oil, eggs, and water added to dry mix), without icing or filling"
53106050.00,"CAKE, CHOC,DEVIL'S FOOD/FUDGE, PUDDING MIX, W/ICING","Cake, chocolate, devil's food, or fudge, pudding-type mix (oil, eggs, and water added to dry mix), with icing, coating, or filling"
53106500.00,"CAKE, CREAM, W/O ICING OR TOPPING","Cake, cream, without icing or topping"
53107000.00,"CAKE, CUPCAKE, NS AS TO TYPE AND ICING","Cake, cupcake, NS as to type or icing"
53107100.00,"CAKE, CUPCAKE, NS AS TO TYPE, W/O ICING","Cake, cupcake, NS as to type, without icing"
53107200.00,"CAKE, CUPCAKE, NS AS TO TYPE, W/ICING","Cake, cupcake, NS as to type, with icing"
53108000.00,"CAKE, CUPCAKE, CHOCOLATE, NS AS TO ICING","Cake, cupcake, chocolate, NS as to icing"
53108100.00,"CAKE, CUPCAKE, CHOCOLATE, W/O ICING","Cake, cupcake, chocolate, without icing or filling"
53108200.00,"CAKE, CUPCAKE, CHOCOLATE, W/ ICING OR FILLING","Cake, cupcake, chocolate, with icing or filling"
53109000.00,"CAKE, CUPCAKE, NOT CHOCOLATE, NS AS TO ICING","Cake, cupcake, not chocolate, NS as to icing"
53109100.00,"CAKE, CUPCAKE, NOT CHOCOLATE, W/O ICING OR FILLING","Cake, cupcake, not chocolate, without icing or filling"
53109200.00,"CAKE, CUPCAKE, NOT CHOCOLATE, W/ ICING OR FILLING","Cake, cupcake, not chocolate, with icing or filling"
53109210.00,"CAKE, CUPCAKE, NOT CHOC, W/ ICING, LOWFAT, NO CHOL","Cake, cupcake, not chocolate, with icing or filling, lowfat, cholesterol free"
53109250.00,"CUPCAKE, NOT CHOCOLATE, W/ FRUIT & CREAM FILLING","Cake, cupcake, not chocolate, with fruit and cream filling"
53109270.00,"CUPCAKE,CHOC,W/ORW/O ICING,FRUIT/CREAM FILL,LOWFAT","Cake, cupcake, chocolate, with or without icing, fruit filling or cream filling, lowfat, cholesterol free"
53109300.00,"CAKE,DOBOS TORTE(NON-CHOC CAKE W/CHOC FILL & ICING)","Cake, Dobos Torte (non-chocolate layer cake with chocolate filling and icing)"
53110000.00,"CAKE, FRUITCAKE, LIGHT/DARK, HOLIDAY TYPE CAKE","Cake, fruit cake, light or dark, holiday type cake"
53110100.00,"CAKE, PLUM PUDDING","Cake, plum pudding"
53111000.00,"CAKE, GINGERBREAD, W/O ICING","Cake, gingerbread, without icing"
53111500.00,"CAKE, GRAHAM CRACKER, W/O ICING","Cake, graham cracker, without icing"
53112000.00,"CAKE, ICE CREAM & CAKE ROLL, CHOCOLATE","Cake, ice cream and cake roll, chocolate"
53112100.00,"CAKE, ICE CREAM & CAKE ROLL, NOT CHOCOLATE","Cake, ice cream and cake roll, not chocolate"
53112160.00,"CAKE,FROZEN YOGURT & CAKE LAYER,CHOCOLATE,W/ ICING","Cake, frozen yogurt and cake layer, chocolate, with icing"
53112500.00,"CAKE, ICE BOX, W/ FRUIT & WHIPPED CREAM","Cake, ice box with fruit and whipped cream"
53113000.00,"CAKE, JELLY ROLL","Cake, jelly roll"
53113950.00,"CAKE, LEMON, NS AS TO ICING","Cake, lemon, NS as to icing"
53114000.00,"CAKE, LEMON, W/O ICING","Cake, lemon, without icing"
53114100.00,"CAKE, LEMON, W/ ICING","Cake, lemon, with icing"
53114200.00,"CAKE, LEMON, LOW FAT, W/O ICING","Cake, lemon, lowfat, without icing"
53114250.00,"CAKE, LEMON, LOW FAT, W/ ICING","Cake, lemon, lowfat, with icing"
53115000.00,"CAKE, MARBLE, NS AS TO ICING","Cake, marble, NS as to icing"
53115100.00,"CAKE, MARBLE, W/O ICING","Cake, marble, without icing"
53115200.00,"CAKE, MARBLE, W/ ICING","Cake, marble, with icing"
53115300.00,"CAKE, NUT, NS AS TO ICING","Cake, nut, NS as to icing"
53115310.00,"CAKE, NUT, W/O ICING","Cake, nut, without icing"
53115320.00,"CAKE, NUT, W/ ICING","Cake, nut, with icing"
53115400.00,"CAKE, OATMEAL, W/O ICING","Cake, oatmeal, without icing"
53115410.00,"CAKE, OATMEAL, W/ICING","Cake, oatmeal, with icing"
53115450.00,"CAKE, PEANUT BUTTER, WITH ICING","Cake, peanut butter, with icing"
53115500.00,"CAKE,PINEAPPLE,FAT FREE,W/ ICING","Cake, pineapple, fat free, cholesterol free, without icing"
53115600.00,"CAKE, POPPYSEED, W/O ICING","Cake, poppyseed, without icing"
53116000.00,"CAKE, POUND, W/O ICING","Cake, pound, without icing"
53116020.00,"CAKE, POUND, W/ ICING","Cake, pound, with icing"
53116270.00,"CAKE, POUND, CHOCOLATE","Cake, pound, chocolate"
53116280.00,"CAKE, POUND, CHOC, FAT FREE, NO CHOL","Cake, pound, chocolate, fat free, cholesterol free"
53116350.00,"CAKE, POUND, P.R. (PONQUE)","Cake, pound, Puerto Rican style (Ponque)"
53116380.00,"CAKE, POUND, FAT FREE, NO CHOL","Cake, pound, fat free, cholesterol free"
53116390.00,"CAKE, POUND, REDUCED FAT, NO CHOLESTEROL","Cake, pound, reduced fat, cholesterol free"
53116490.00,"CAKE,PUMPKIN,NS AS TO ICING","Cake, pumpkin, NS as to icing"
53116500.00,"CAKE, PUMPKIN, W/O ICING","Cake, pumpkin, without icing"
53116510.00,"CAKE,PUMPKIN,W/ ICING","Cake, pumpkin, with icing"
53116550.00,"CAKE, RAISIN-NUT, W/O ICING","Cake, raisin-nut, without icing"
53116560.00,"CAKE, RAISIN-NUT, W/ ICING","Cake, raisin-nut, with icing"
53116570.00,"CAKE, RAVANI (MADE W/ FARINA)","Cake, Ravani (made with farina)"
53116600.00,"CAKE, RICE FLOUR, W/O ICING","Cake, rice flour, without icing"
53116650.00,"CAKE, QUEZADILLA, EL SALVADORIAN STYLE","Cake, Quezadilla, El Salvadorian style"
53117000.00,"CAKE, SPICE, NS AS TO ICING","Cake, spice, NS as to icing"
53117100.00,"CAKE, SPICE, W/O ICING","Cake, spice, without icing"
53117200.00,"CAKE, SPICE, W/ ICING","Cake, spice, with icing"
53118000.00,"CAKE, SPONGE, NS AS TO ICING","Cake, sponge, NS as to icing"
53118100.00,"CAKE, SPONGE, W/O ICING","Cake, sponge, without icing"
53118200.00,"CAKE, SPONGE, W/ ICING","Cake, sponge, with icing"
53118300.00,"CAKE, SPONGE, CHOCOLATE, W/O ICING","Cake, sponge, chocolate, without icing"
53118310.00,"CAKE, SPONGE, CHOCOLATE, W/ ICING","Cake, sponge, chocolate, with icing"
53118350.00,"CAKE, SWEETPOTATO, W/ ICING (INCL WITH GLAZE)","Cake, sweetpotato, with icing"
53118410.00,"CAKE, RUM FLAVORED W/O ICING","Cake, rum flavored, without icing (Sopa Borracha)"
53118500.00,"CAKE, TORTE","Cake, torte"
53118550.00,"CAKE, TRES LECHE","Cake, tres leche"
53118700.00,"CAKE, CHIFFON, W/O ICING","Cake, chiffon, without icing"
53119000.00,"CAKE, UPSIDE DOWN (ALL FRUITS)","Cake, upside down (all fruits)"
53120000.00,"CAKE, WHITE, STANDARD MIX, NS AS TO ICING","Cake, white, standard-type mix (egg whites and water added), NS as to icing"
53120060.00,"CAKE, WHITE, HOMEMADE, NS AS TO ICING","Cake, white, made from home recipe or purchased ready-to-eat, NS as to icing"
53120100.00,"CAKE, WHITE, STANDARD MIX, W/O ICING","Cake, white, standard-type mix (egg whites and water added to mix), without icing"
53120160.00,"CAKE, WHITE, W/O ICING, HOMEMADE","Cake, white, without icing, made from home recipe or purchased ready-to-eat"
53120200.00,"CAKE, WHITE, STANDARD MIX, W/ ICING","Cake, white, standard-type mix (egg whites and water added to mix), with icing"
53120260.00,"CAKE, WHITE, W/ ICING, HOMEMADE","Cake, white, with icing, made from home recipe or purchased ready-to-eat"
53120300.00,"CAKE, WHITE, PUDDING-TYPE MIX, NS AS TO ICING","Cake, white, pudding-type mix (oil, egg whites, and water added to dry mix), NS as to icing"
53120330.00,"CAKE, WHITE, PUDDING-TYPE MIX, W/O ICING","Cake, white, pudding-type mix (oil, egg whites, and water added to dry mix), without icing"
53120350.00,"CAKE, WHITE, PUDDING-TYPE MIX, W/ ICING","Cake, white, pudding-type mix (oil, egg whites, and water added to dry mix), with icing"
53120400.00,"CAKE, WHITE, EGGLESS, LOWFAT","Cake, white, eggless, lowfat"
53120500.00,"CAKE, WHOLE WHEAT, W/ FRUIT & NUTS, W/O ICING","Cake, whole wheat, with fruit and nuts, without icing"
53121000.00,"CAKE, YELLOW, STANDARD MIX, NS AS TO ICING","Cake, yellow, standard-type mix (eggs and water added to dry mix), NS as to icing"
53121060.00,"CAKE, YELLOW, HOMEMADE, NS AS TO ICING","Cake, yellow, made from home recipe or purchased ready-to- eat, NS as to icing"
53121100.00,"CAKE, YELLOW, STANDARD MIX, W/O ICING","Cake, yellow, standard-type mix (eggs and water added to dry mix), without icing"
53121160.00,"CAKE, YELLOW, W/O ICING, HOMEMADE","Cake, yellow, without icing, made from home recipe or purchased ready-to-eat"
